lot,year,district,ID,wenbao_id,original_name_cn,name_en,tmarker,year_built,current_use,address,protection_level,
4,2004,普陀,4N002,,住宅,Residential building,n,,澳门小区,澳门路660弄1-15号，17-25号，27-37号，41-51号，229-239号，251-261号，267-277号，291-301号，307-317号，381-391号，397-407号,,
5,2015,黄浦,5A001,,新康大楼,The Ezra Building,o,1930,新康大楼,江西中路260号，九江路151号,四,
5,2015,黄浦,5A002,,江海南关办公楼,Customs South House,o,1922,住宅,外马路348号,二,
5,2015,黄浦,5A003,,仁记路119号大楼,119 Jinkee Rd. Building,o,1906,住宅,四川中路420号，滇池路119号,三,
5,2015,黄浦,5A004,,道达大楼,Dodwell & Co. Building,o,1915年,珠江大楼,江西中路320号,三,
5,2015,黄浦,5A005,,公和洋行大楼,Palmer & Turner Group Building,t,1920年代,华德大楼,四川中路650号,三,
5,2015,黄浦,5A006,,礼和大楼,Carlowitz & Co. Building,o,不详,办公楼,四川中路670号,三,
5,2015,黄浦,5A007,,海青大楼/美国陆海军青年会,Army & Navy Y.M.C.A. Building,o,不详,锦江之星,四川中路630号,三,
5,2015,黄浦,5A008,,华德大楼,Ward Building,o,1926,住宅,四川中路620号,三,
5,2015,黄浦,5A009,,北京公寓,Peking Apartments,o,不详,住宅,北京东路163号,三,
5,2015,黄浦,5A010,,广协书局大楼,Kwang Hsueh Publishing House,o,不详,住宅,四川中路528号,三,
5,2015,黄浦,5A011,,住宅,Residential building,n,1930,住宅,南昌路107号,三,
5,2015,黄浦,5A012,,住宅,Residential building,n,不详,住宅,思南路36号,二,
5,2015,黄浦,5A012,,住宅,Residential building,n,不详,住宅,皋兰路12号,三,
5,2015,黄浦,5A014,,光远坊,Guangyuan Fang,t,不详,住宅,北京西路256号,二,
5,2015,黄浦,5A015,,复昌仓库、卓成洋行栈房,Jebsen & Co. office building & warehouse,o,不详,中山小区,广东路131弄,三,
5,2015,黄浦,5A016,,长丰木行、协隆申庄、永隆号、大中织造厂,28 Sijing Rd. Building,n,1910年代,住宅,泗泾路28号,三,
5,2015,黄浦,5A017,,聚兴诚银行大楼,Young Brother Banking Corporation Building,o,1940,办公,江西中路250号,三,
5,2015,黄浦,5A018,,上海纱业银行大楼,Shanghai Cotton Traders Emporation & Trust Co. office Building,o,不详,延安东路134-150号楼,延安东路134-150号,三,
5,2015,黄浦,5A019,,五洲大楼,International Dispensary Building,o,1937,办公,河南中路220号,三,
5,2015,黄浦,5A020,,马立斯新村,,,1932,住宅,武胜路429号,三,
5,2015,黄浦,5A021,,都城饭店（东楼）,East wing of Metropole Hotel,o,1934,商业,福州路106号,三,
5,2015,黄浦,5A022,,浙江实业银行大楼,Chekiang Industrial Bank Building,o,不详,商业,福州路107号,二,
5,2015,黄浦,5A023,,广东银行,Bank of Canton Building,o,1934,办公楼,宁波路52号,三,
5,2015,黄浦,5A024,,英商上海电车公司大楼,Shanghai Electric Construction Co. Building,o,1908,办公楼,南苏州路185号,三,
5,2015,黄浦,5A025,,上海中国实业银行总部大楼,National Industrial Bank of China,o,1929,中实大楼,北京东路130号,二,
5,2015,黄浦,5A026,,原教会公寓,Union Church & Apartments,o,1899,新天安堂等,南苏州路79号,二,
5,2015,黄浦,5A027,,住宅,Residential building,n,1920年代,住宅,皋兰路28号,二,
5,2015,黄浦,5A028,,中央商场,Central Arcade,o,1930,中央商场,四川中路355号,四,
5,2015,黄浦,5A029,,美伦大楼（东）,Ezra Biulding (East Wing),o,1930,美伦大楼（东楼）,南京东路151号,四,
5,2015,黄浦,5A030,,美伦大楼（西楼、南楼）,Ezra Biulding (West Wing),o,1930,美伦大楼（西楼）,南京东路161号,四,
5,2015,黄浦,5A031,,大生公司大楼,Continental Biulding,o,1920,大生公司大楼,九江路230号,三,
5,2015,黄浦,5A032,,新普育堂,St. Josephs’ Asylum for the Poor,o,1913,公益新天地及民政博物馆,普育西路105号,三,
5,2015,黄浦,5A033,,应公馆,Residential building,n,1930年代,住宅,凤阳路338弄,二,
5,2015,黄浦,5A034,,华侨大楼,Overseas Chinese Building,o,1930,华侨大楼,九江路120号,四,
5,2015,黄浦,5A035,,美商卫利韩公司,William Hunt & Co. Building,o,1930年代,办公楼,福州路37号,三,
5,2015,黄浦,5A036,,中孚银行大楼,Chung Foo Union Bank Building,o,1922,中国建设银行,滇池路103号,三,
5,2015,黄浦,5A037,,原荣氏家族三新公司总部大楼,"Mow Sing & Foh Sing Flour Mill, Sung Sing Cotton Mill Office Building",o,1921,中新公司大楼,江西中路421号,二,
5,2015,黄浦,5A038,,德国邮局,German Post Office Building,o,1905,办公楼,四川中路200号（另有路牌：福州路60、70号）,三,
5,2015,黄浦,5A039,,Bank of chosen/上海市直接税局,Bank of Choson Building,o,不详,办公楼,四川中路330号,二,
5,2015,黄浦,5A040,,老介福绸缎局,Hardoon Building,o,1935,办公楼,南京东路257号,二,
5,2015,黄浦,5A041,,惠罗公司大楼,"Whiteway, Laidlaw & Co., Ld.",o,1906,惠罗公司大楼,南京东路100号,三,
5,2015,黄浦,5A042,,公平大楼,Kungping Building,o,1921,华懋和平大厦,滇池路105号,三,
5,2015,黄浦,5A043,,SHELL汽车公司、美灵登有限公司、永实业有限公司,Central Garage building,o,1919,凯恩宾馆,香港路117号,三,
5,2015,黄浦,5A044,,谦信洋行、汉成洋行、亚洲花边厂等,Yuanmingyuan Apts,n,1904,圆明园公寓,圆明园路115号,三,
5,2015,黄浦,5A045,,基督教协进会大楼,Associated Missions Building,o,1923,协进大楼,圆明园路169号,三,
5,2015,黄浦,5A046,,泰昌木器公司,Tai Chong and company,o,1921,上海卧室用品有限公司,南京东路740号,三,
5,2015,黄浦,5A047,,大方饭店,Daphon Hotel,o,1933,锦江之星酒店,福建南路33号,四,
5,2015,黄浦,5A048,,世界书局,World Book Co. Building,o,1932,外文书店,福州路390号,四,
5,2015,黄浦,5A049,,"仓库货栈/章华毛绒纺织公司上海货栈、
中国垦业银行仓库",Warehouses for Zhanghua Textile Company/Land Bank of China,t,1929,"南苏州路979
号仓库",南苏州路991号,三,
5,2015,黄浦,5A050,,仓库货栈/章华毛绒纺织公司上海货栈 、中国垦业银行仓库,,,1929,南苏州路955号仓库,南苏州路955号,三,
5,2015,黄浦,5A051,,住宅,Residential building,n,1933,住宅,绍兴路25号,三,
5,2015,黄浦,5A052,,住宅,Residential building,n,1929,卢湾市容管理局瑞金二路街道管理所,陕西南路191-197号,三,
5,2015,黄浦,5A053,,住宅,Residential building,n,1930年代,住宅,绍兴路1号，3号；瑞金二路158号，148号，146号,三,
5,2015,黄浦,5A054,,住宅,Residential building,n,1920年代,住宅,复兴中路599号,三,
5,2015,黄浦,5A055,,住宅,Residential building,n,1920年代,住宅,复兴中路563号,三,
5,2015,黄浦,5A056,,住宅,Residential building,n,1920,住宅,合肥路592弄,三,
5,2015,黄浦,5A057,,住宅,Residential building,n,1929,住宅,巨鹿路314号,三,
5,2015,黄浦,5A058,,住宅,Residential building,n,1920年代,住宅,长乐路272弄14号,三,
5,2015,黄浦,5A059,,住宅,Residential building,n,1918,住宅,思南路48号,三,
5,2015,黄浦,5A060,,西爱村，恒爱里,"Xiaicun, Renai Lane",t,1927(西爱村)1938(恒爱里),西爱村，恒爱里,永嘉路19号,三,
5,2015,黄浦,5A061,,花园坊,Huayuanfang,n,1928,花园坊,瑞金二路129号,三,
5,2015,黄浦,5A062,,静村,Jing Village,n,1929,住宅,绍兴路36弄,三,
5,2015,黄浦,5A063,,住宅,Residential building,n,1936,住宅,永嘉路17号,四,
5,2015,黄浦,5A064,,郑家衖,Zhengjiaxiang,t,1923,住宅,永嘉路39弄,三,
5,2015,黄浦,5A065,,福绥里,Fusuili,t,1925,住宅,建国西路146号,三,
5,2015,黄浦,5A066,,松韵别墅、群贤小学,Songyun Villa,t,1921,松韵别墅,复兴路498弄1-8、10、11号,三,
5,2015,黄浦,5A067,,住宅,Residential building,n,1922,住宅,永嘉路37号,三,
5,2015,黄浦,5A068,,环龙别业、环龙里,Huanlong Villa,t,1925(212弄)，1928(244弄),南昌路 212、244 弄小区,南昌路212、244弄,三,
5,2015,黄浦,5A069,,上海律师公会会所,Shanghai Chamber of Lawyers,t,1925,银行博物馆,复兴中路301号,四,
5,2015,黄浦,5A070,,上海儿科疗养院,Shanghai Pediatric Nursing Home,o,不详,向明初级中学,巨鹿路334号,三,
5,2015,黄浦,5A070,,首善堂,Shoushan Tang,t,1925,"上海市黄浦区人民代表大会常务委员会
中国人民政协上海市黄浦区委员会",重庆南路139号,二,
5,2015,黄浦,5A072,,公董局公共卫生救济处医学化验所,"Laboratorie Municipal, Institut Pasteur ",o,1925,中国疾病预防控制中心寄生虫病预防控制所,瑞金二路207号,三,
5,2015,黄浦,5A073,,上海银行,Bank of Shanghai,t,1929,上海小楼/滇池小区,江西中路372-390号，北京东路205-217号,三,
5,2015,黄浦,5A074,,鸿裕纺织有限公司大楼,Hong Yue Cotton Mill Co. building,o,1921,住宅,江西中路441-445号,三,
5,2015,黄浦,5A075,,美国陆海军青年会,The Navy Young Man Association Buildin,o,1923,海青大楼,香港路85号,四,
5,2015,黄浦,5A076,,马可尼公司,The Marconi Company,o,1920年代,住宅,北京东路131号,三,
5,2015,黄浦,5A077,,上海法租界麦兰捕房/上海市警察局黄浦分局（1943）,"Poste de Police, Mallet",o,1935,上海市公安局黄浦分局,金陵东路174号,二,
5,2015,黄浦,5A078,,住宅,Residential building,n,1910-1920年代,住宅,自忠路414-454号,三,
5,2015,黄浦,5A079,,花园住宅,Garden villa,n,1934,住宅,复兴中路492号,三,
5,2015,黄浦,5A080,,住宅,Residential building,n,1921,住宅,香山路9号,三,
5,2015,黄浦,5A081,,天祥实业股份有限公司、上海顾天盛花厂,,,1933,南苏河创意园区,南苏州路1295号-1305号,三,
5,2015,黄浦,5A082,,南市发电厂,,,1980年代,上海当代艺术博物馆,花园港路200号,三,
5,2015,黄浦,5A083,,白克路,,,1920年代,长征医院办公室,凤阳路450号,二,
5,2015,静安,5B001,,J.K.K. 公寓,J.K.K.Apartment,o,1935,公寓（J.K.K.Apartment）,长乐路962弄1-4号,三,
5,2015,静安,5B002,,住宅,Residential building,n,1930,戏剧学院（仲彝楼、健伍楼）,华山路630号,二,
5,2015,静安,5B003,,住宅,Residential building,n,1930,花园住宅,愚园路541弄2号,二,
5,2015,静安,5B004,,住宅,Residential building,n,不详,花园住宅,愚园路419弄（3-32号）、愚园路411号、愚园路427号,二,
5,2015,静安,5B005,,美丽园,,,1912-1936,美丽园,延安西路379弄2-16号、18号、20号、22号,三,
5,2015,静安,5B006,,住宅,Residential building,n,1920年代,住宅,乌鲁木齐北路468弄80-108号,三,
5,2015,静安,5B007,,住宅,Residential building,n,1939,静安区教育学院培训中心,新闸路1378弄17号,三,
5,2015,静安,5B008,,住宅,Residential building,n,待考,经济日报上海记者站,新闸路1340弄21号,三,
5,2015,静安,5B009,,住宅,Residential building,n,1940年代,住宅,胶州路450号,二,
5,2015,静安,5B010,,麦伦中学-越旦中学,,,1940年代,住宅,武定路946号,三,
5,2015,静安,5B011,,住宅,Residential building,n,清末民初,石门二路社区文化活动中心,康定东路85号,二,
5,2015,静安,5B012,,派司公寓,Pax Apartments,,1930年代,派司公寓,常熟路100弄1-8号,三,
5,2015,静安,5B013,,贤邻别墅,,,1937,贤邻别墅,愚园路470弄3-23号、愚园路472-474号（双号）,三,
5,2015,静安,5B014,,住宅,,,1936,四明体育弄,愚园路520弄(2-28)号、愚园路510-528号（双号）,三,
5,2015,静安,5B015,,四明别墅,,,1931-1933,四明别墅,愚园路576 弄（3-77 号）、 愚园路580-590 号（双号）,三,
5,2015,静安,5B016,,汉璧礼蒙童养学堂、汉璧礼西童公学,Hanbury Elementary School,o,1922,上海市市西中学（2 号楼）,愚园路404号,三,
5,2015,静安,5B017,,大任小学校、 上海市私立大任小学旧址,,,不详,上海自来水投资建设有限公司苏州河三期项目管理部,康定东路20号,二,
5,2015,静安,5B018,,住宅,Residential building,n,1918,住宅,威海路590弄89号,三,
5,2015,静安,5B019,,佳庐,,,1912,住宅,北京西路1592弄11号,三,
5,2015,静安,5B020,,望德堂,,,7-9号1933，2号1930-1932，50-180号1907,住宅,北京西路1220弄1-108号,三,
5,2015,静安,5B021,,信义会,,,1922,住宅,常德路310号,三,
5,2015,静安,5B022,,弘德职业补习学校、弘毅中小学,,,待考,梅龙镇酒家,南京西路1081弄22号,三,
5,2015,静安,5B023,,修德里,,,1932,住宅,威海路590弄41号,三,
5,2015,静安,5B024,,住宅,,,1907,住宅,北京西路1220 弄(50-108 号),三,
5,2015,静安,5B025,,光华里,,,1930,光华里,巨鹿路786弄,三,
5,2015,静安,5B026,,留园，履安邨,,,1937,留园,长乐路672弄（1-30 号）,三,
5,2015,静安,5B027,,古拔新邨,Courbet Terrace,t,1932,富民新邨,富民路148-172弄,三,
5,2015,静安,5B028,,古柏公寓,Courbet Apartments,t,1931-1941,古柏小区,富民路197弄,古柏公寓为三类；69号为二类,
5,2015,静安,5B029,,柳林别墅,,,1912-1936,柳林别墅,愚园路532弄51、55、60、61、66、70、71号、73-85（单号）,三,
5,2015,静安,5B030,,上海电话公司泰兴路分局旧址,"Former site of Shanghai Telephone Company, Taixing Rd Branch",,1931,电信公司北泰电话站,泰兴路230号,二,
5,2015,静安,5B031,,吴宅,,,1931,上海市公惠医院,石门一路315弄6号,二,
5,2015,静安,5B032,,瑞士国总领事馆,Swiss consulate,t,1922,上海第二工业大学教研楼①/上海市慈善教育培训中心,陕西北路80号,二,
5,2015,静安,5B033,,程谨轩、程霖 生父子旧居、协进初级中学,,,1922,上海市公安局静安区分局交通警察支队,南京西路1550号,二,
5,2015,静安,5B034,,上海共济会会址/ 上海英国约克礼仪共济会所,Shanghai Freemasons,,1931,上海市医事团体联合管理办公室,北京西路1623-1647号,三,
5,2015,静安,5B035,,善道堂,,,1930,上海市社会文化管理处、上海市文化艺术档案馆,巨鹿路709号,二,
5,2015,静安,5B036,,住宅,Residential building,n,1921,上海静安置业集团、静安区威海路文化传媒街管理委员会,威海路590弄77号,二,
5,2015,静安,5B037,,住宅,Residential building,n,不详,南京军区幼儿园,巨鹿路735号,二,
5,2015,静安,5B038,,住宅,Residential building,n,待考,华东模范中学行政楼,延安中路999号（富民路43号）,二,
5,2015,静安,5B039,,住宅,Residential building,n,待考,上海戏剧学院毓琇楼,延安西路355号,二,
5,2015,静安,5B040,,培明女子中学暨小学,,,1922,培明中学,新闸路1607-1609号,二,
5,2015,静安,5B041,,南洋大楼,,,1927,重华小区,陕西北路204-216号（双号）、南京西路1175-1185号（单号）,二,
5,2015,静安,5B042,,银河食府/康生洋行,,,1925,阿迪达斯、凯世酒店,南京西路931号,四,
5,2015,静安,5B043,,江海图书馆,,,1935,静安区图书馆海关楼,新闸路1702-1708号,三,
5,2015,静安,5B044,,基督教内地会/上海市第六人民医院,China Inland Mission,o,1931,上海市儿童医院5、7、9、10号楼等,新闸路1515-1533号（单号）、北京西路1400弄24号,三,
5,2015,静安,5B045,,进德女子中学,,,待考,花雅堂,延安中路718号、茂名北路65号,三,
5,2015,静安,5B046,,汉冶萍公司上海俱乐部,,,1910年代,警备区第一离休干部休养所,北京西路1810弄30号,二,
5,2015,静安,5B047,,住宅,Residential building,n,不详,住宅,胶州路125弄,二,
5,2015,静安,5B048,,青云里,,,1912,住宅,襄阳北路22弄,三,
5,2015,静安,5B049,,退耕小筑 /吴镜渊旧居,,,不详,退耕小筑,长乐路662弄,三,
5,2015,静安,5B050,,工部局华人女子中学/上海市第一女子中学,,,1935,上海市第一中学,余姚路139号,二,
5,2015,静安,5B051,,花园住宅,,,不详,俏江南,延安中路881号,三,
5,2015,静安,5B052,,住宅,Residential building,n,1931,上海电影公司、上海美术电影制片厂,万航渡路618号,三,
5,2015,静安,5B053,,归仁里,,,1928,归仁里,康定东路3弄3-14号,三,
5,2015,静安,5B054,,泰来里,,,1910年代,泰来里,康定东路16-17号,三,
5,2015,静安,5B055,,卡德大楼/警察公寓,Carter Building,t,1930年代,卡德大楼,石门二路50号,三,
5,2015,静安,5B056,,警察公寓,,,不详,新成大厦,成都北路337号,三,
5,2015,静安,5B057,,交通部邮政总局驻沪办事处,,,不详,中国邮电器材总公司,胶州路320号,三,
5,2015,静安,5B058,,花园住宅,Garden villa,n,不详,住宅,升平街45、65号,三,
5,2015,静安,5B059,,花园住宅,Garden villa,n,不详,上海建筑装饰（集团）有限公司,延安中路632弄50号,二,
5,2015,静安,5B060,,南华新邨,,,1937,南华新邨,长乐路774弄,三,
5,2015,静安,5B061,,荣康别墅,,,1939,荣康别墅,常熟路102-120号,三,
5,2015,静安,5B062,,海园,,,1937,海园小区,华山路343号、351弄1-5、8、9、10、11、12、14、16、17、19、20号,二,
5,2015,静安（闸北）,5H001,,交通部直属上海电话局大楼旧址,,,1928,上海长途电话局\邮电520厂,永兴路546号,三,
5,2015,静安（闸北）,5H002,,上海铁道医院,Railroad Hospital,t,1942,上海市第十人民医院分院/上海市皮肤病医院分院,虬江路1057号,三,
5,2015,静安（闸北）,5H003,,交通银行仓库、四行仓库光二分库,,,1932,创意仓库,光复路195号,三,
5,2015,静安（闸北）,5H004,,福源福康钱庄联合仓库,,,1910,四行仓库光三分库,光复路115-129号(单号）,四,
5,2015,静安（闸北）,5H005,,怡和源打包厂,Yiheyuan Packaging Factory,t,1907,商坊会馆,北苏州路912号,二,
5,2015,徐汇,5D001,,住宅,Residential building,n,1930,住宅,华山路913号,二,
5,2015,徐汇,5D002,,和平官邸,,,1930年代,住宅,东平路14-16号(双号）,二,
5,2015,徐汇,5D003,,住宅,Residential building,n,1922,住宅,高安路60号,三,
5,2015,徐汇,5D004,,住宅,Residential building,n,1930,住宅,淮海中路1323号,三,
5,2015,徐汇,5D005,,住宅,Residential building,n,1939,住宅,太原路238号,三,
5,2015,徐汇,5D006,,襄阳公寓,,,1920,襄阳公寓,襄阳南路254号,三,
5,2015,徐汇,5D007,,白赛仲公寓,Boissezon Apts,t,1929,公寓,复兴西路26-28号(双号）,二,
5,2015,徐汇,5D008,,剑桥角公寓,,,1934,剑桥角公寓,复兴中路1462弄1-14号,三,
5,2015,徐汇,5D009,,潘兴公寓,Pershing Apartments,o,1941,潘兴公寓,淮海中路1706号,二,
5,2015,徐汇,5D010,,良友公寓,,,1937,良友公寓,永福路68号、复兴西路91、93号,二,
5,2015,徐汇,5D011,,开普敦公寓,Kempton Apartment,o,1940,开普敦公寓,武康路240-246号（双号）,二,
5,2015,徐汇,5D012,,国富门公寓,Kofman Apts,,1936,国富门公寓,武康路230、232号,二,
5,2015,徐汇,5D013,,漕溪北路小高层,Residential buildings on N Caoxi Rd,t,1977,徐汇新村,漕溪北路750、800、850、900、950、1000号,四,
5,2015,徐汇,5D014,,住宅,Residential building,n,1934,住宅,武康路210号,三,
5,2015,徐汇,5D015,,住宅,Residential building,n,1931,住宅,高邮路5弄32号,三,
5,2015,徐汇,5D016,,住宅,Residential building,n,1932,住宅,湖南路276号,三,
5,2015,徐汇,5D017,,住宅,Residential building,n,1920,住宅,武康路392号,三,
5,2015,徐汇,5D018,,住宅,Residential building,n,1926,住宅,武康路374、376号,三,
5,2015,徐汇,5D019,,花园住宅,Garden villa,n,1933,住宅,五原路289弄1-2、3-4号,三,
5,2015,徐汇,5D020,,住宅,Residential building,n,不详,住宅,淮海中路1380号,三,
5,2015,徐汇,5D021,,住宅,Residential building,n,1933,住宅,复兴西路147号,三,
5,2015,徐汇,5D022,,台拉新村,Taila Terrace,t,1943,台拉新村,建国西路365 弄（1-11号） 、建国西路 363号、太原路254-258号（双号）,三,
5,2015,徐汇,5D023,,住宅,Residential building,n,1932,住宅,襄阳南路364号,三,
5,2015,徐汇,5D024,,住宅,Residential building,n,1920,住宅,桃江路7、15、21、25号,三,
5,2015,徐汇,5D025,,住宅,Residential building,n,1920,住宅,东平路2-10号（双号）,三,
5,2015,徐汇,5D026,,住宅,Residential building,n,1914,住宅,东平路1号,二,
5,2015,徐汇,5D027,,住宅,Residential building,n,不详,上海市市立幼儿园,建国西路629号,三,
5,2015,徐汇,5D028,,住宅,Residential building,n,1934,住宅,康平路101弄1-4号,三,
5,2015,徐汇,5D029,,住宅,Residential building,n,1923,住宅,宛平路15号,三,
5,2015,徐汇,5D030,,住宅,Residential building,n,1930年代,住宅,淮海中路1857弄67号,三,
5,2015,徐汇,5D031,,住宅,Residential building,n,不详,住宅,康平路196号,三,
5,2015,徐汇,5D032,,住宅,Residential building,n,1933,住宅,淮海中路1893号,三,
5,2015,徐汇,5D033,,住宅,Residential building,n,1928,住宅,建国西路395弄1-15号、17号，建国西路397号、399号,三,
5,2015,徐汇,5D034,,住宅&上海尚朵文化传播有限公司,Residential building,n,1923（设计）,住宅,襄阳南路525号,三,
5,2015,徐汇,D5035,,住宅,Residential building,n,1930,住宅,太原路4弄,三,
5,2015,徐汇,5D036,,住宅,Residential building,n,1920,住宅,复兴中路1365-1377号（单号）,三,
5,2015,徐汇,5D037,,住宅,Residential building,n,不详,住宅,肇嘉浜路604号,三,
5,2015,徐汇,5D038,,住宅,Residential building,n,1930年代,住宅,乌鲁木齐路180、182号,三,
5,2015,徐汇,5D039,,住宅,Residential building,n,1924,住宅,高安路77号,三,
5,2015,徐汇,5D040,,花园住宅,Garden villa,n,1927,上海市文化广播影视管理局老干部活动中心,岳阳路44号,三,
5,2015,徐汇,5D041,,永嘉路628号楼,Residence at 628 Yongjia rd,n,1929,君悦酒店,永嘉路628号,三,
5,2015,徐汇,5D042,,上海戏曲艺术中心,Shanghai Xiqu Center,t,1921(设计）,上海京剧院、上海戏曲艺术中心,岳阳路168弄（1号楼 、2号楼）,二,
5,2015,徐汇,5D043,,住宅,Residential building,n,1924,住宅,延庆路121号,三,
5,2015,徐汇,5D044,,住宅,Residential building,n,1936,住宅,新乐路54号,三,
5,2015,徐汇,5D045,,住宅,Residential building,n,1923,住宅,新乐路22-32号（双号）,三,
5,2015,徐汇,5D046,,住宅,Residential building,n,不详,住宅,"华亭路30、32、42、44、58号,延庆路132号",三,
5,2015,徐汇,5D047,,住宅,Residential building,n,1922,住宅,延庆路159号,三,
5,2015,徐汇,5D048,,住宅,Residential building,n,不详,住宅,东湖路51号,三,
5,2015,徐汇,5D049,,住宅,Residential building,n,1923,住宅,华亭路93弄1-9号,三,
5,2015,徐汇,5D050,,住宅,Residential building,n,不详,住宅,延庆路18弄10号,三,
5,2015,徐汇,5D051,,住宅,Residential building,n,1931,住宅,华山路823、825、827号,二,
5,2015,徐汇,5D052,,住宅,Residential building,n,1930年代,住宅,武康路40弄5号,二,
5,2015,徐汇,5D053,,住宅,Residential building,n,1923,住宅,安福路255号,二,
5,2015,徐汇,5D054,,住宅,Residential building,n,1928,住宅,襄阳南路349-355号（单号）,三,
5,2015,徐汇,5D055,,住宅,Residential building,n,1945,住宅,宛平路42号,三,
5,2015,徐汇,5D056,,福禄村,Fulu village,t,1939,福禄邨、台拉新邨,建国西路384弄1-4号、9-12号、11号甲、12号甲、16-18号、20-27号、30-34号、36-44号、386号甲,三,
5,2015,徐汇,5D057,,新兴盛里，永盛里,"Xinxingsheng Lane, Yongsheng Lane",t,新兴顺里：1930；永盛里：1936,新兴盛里，永盛里,嘉善路117弄,三,
5,2015,徐汇,5D058,,顾德坊,Gude Fang,t,1930前后,顾德坊,襄阳北路66弄（1-14号）、68弄（1-11 号）、70弄（1-11号）、72弄（1-10 号）、74弄（1-10号）,三,
5,2015,徐汇,5D059,,大福里,Dafu Lane,t,1926,大福里,延庆路29弄,三,
5,2015,徐汇,5D060,,培福里,Peifu Lane,t,1927,培福里,陕西南路186弄,三,
5,2015,徐汇,5D061,,住宅,Residential building,n,1930年代,住宅,新乐路34弄（1-3号），新乐路36号,三,
5,2015,徐汇,5D062,,储康里,Chukang Lane,t,1928,储康里,长乐路401弄,三,
5,2015,徐汇,5D063,,住宅,Residential building,n,1930年代,住宅,陕西南路222弄20号,三,
5,2015,徐汇,5D064,,住宅,Residential building,n,1930年代,住宅,新乐路57-61号（单号）,三,
5,2015,徐汇,5D065,,住宅,Residential building,n,1930年代,住宅,东湖路56弄51-55号（单号）,二,
5,2015,徐汇,5D066,,住宅,Residential building,n,不详,住宅,宝庆路9弄1-6号,三,
5,2015,徐汇,5D067,,住宅,Residential building,n,1940年代,住宅,延庆路4弄（2- 44号）、延庆路2-6号（双号）,三,
5,2015,徐汇,5D068,,住宅,Residential building,n,1930年代,住宅,延庆路51弄（1-26号）、延庆路39-49号（单号）,三,
5,2015,徐汇,5D069,,住宅,Residential building,n,1937,住宅,五原路84弄 （1-34号）， 五原路80-88 号（双号）,三,
5,2015,徐汇,5D070,,华邸,Huadi,t,1937,华邨,五原路76弄（1-16号），五原路72-74号（双号）,三,
5,2015,徐汇,5D071,,栖霞村,Qixia Village,t,1939,五原路372弄小区,徐汇区五原路372弄6-9号,三,
